0,36.352613,1773406260.426695,-19.558183,-5.623660,25.105660
0,36.364859,1773406260.438937,-19.638985,-5.900127,25.214331
0,36.388845,1773406260.462926,-19.429721,-5.505371,25.092694
0,36.414703,1773406260.488780,-20.009551,-5.803105,25.225616
0,36.428680,1773406260.502758,-19.872614,-5.551597,25.145611
0,36.458565,1773406260.532643,-19.348141,-5.510467,25.156344
0,36.491020,1773406260.565098,-20.186993,-5.437817,25.158137
0,36.511859,1773406260.585938,-19.845441,-5.532889,25.211501
0,36.531231,1773406260.605309,-19.517505,-5.382909,25.177942
0,36.545070,1773406260.619147,-19.782498,-5.605023,25.269158
0,36.571536,1773406260.645615,-19.584973,-5.145672,25.131972
0,36.595742,1773406260.669819,-19.366534,-5.588050,25.313433
0,36.615528,1773406260.689606,-19.608691,-5.210477,25.198454
0,36.627671,1773406260.701750,-19.551297,-5.463153,25.298887
0,36.660968,1773406260.735047,-19.200766,-5.968577,25.509108
0,36.683290,1773406260.757367,-19.542228,-5.521473,25.378594
0,36.717421,1773406260.791501,-19.951932,-4.868989,25.176350
0,36.740156,1773406260.814237,-19.687457,-5.211123,25.324330
0,36.761661,1773406260.835739,-19.517677,-5.598411,25.485420
0,36.781944,1773406260.856022,-19.784989,-5.210635,25.364857
0,36.801273,1773406260.875351,-19.511454,-5.457173,25.472422
0,36.831571,1773406260.905648,-19.075943,-5.113017,25.382052
0,36.851282,1773406260.925359,-19.513129,-5.365581,25.487911
0,36.872904,1773406260.946982,-19.651017,-4.920054,25.349389
0,36.888345,1773406260.962425,-19.603707,-5.234880,25.474349
0,36.917319,1773406260.991396,-19.082919,-5.259734,25.510510
0,36.941518,1773406261.015597,-19.682951,-5.395633,25.581762
0,36.963282,1773406261.037360,-19.530075,-5.797621,25.746390
0,36.998927,1773406261.073005,-19.965449,-5.092811,25.525303
0,37.019992,1773406261.094072,-19.610695,-5.022782,25.520678
0,37.050567,1773406261.124644,-19.858643,-5.690937,25.791622
0,37.073162,1773406261.147240,-19.671762,-5.309776,25.677876
0,37.086169,1773406261.160246,-19.516188,-5.507843,25.761049
0,37.116280,1773406261.190361,-19.970668,-4.977392,25.600205
0,37.128921,1773406261.202999,-19.803846,-5.171566,25.684118
0,37.153803,1773406261.227882,-19.386722,-5.288731,25.747790
0,37.174724,1773406261.248802,-19.793690,-4.977794,25.656510
0,37.187428,1773406261.261507,-19.586828,-5.090734,25.709291
0,37.217567,1773406261.291647,-19.570689,-5.728827,25.968530
0,37.231813,1773406261.305891,-19.610649,-5.424175,25.874858
0,37.255129,1773406261.329206,-19.517039,-4.958678,25.733655
0,37.266808,1773406261.340885,-19.506990,-5.207734,25.832645
0,37.293815,1773406261.367892,-20.151805,-4.976480,25.774483
0,37.306527,1773406261.380604,-19.957573,-5.110941,25.833974
