run,beta,samples,lat_mean_ms,lat_median_ms,lat_min_ms,lat_max_ms,hz_ch0,hz_ch2,hz_ch7,hz_avg
1,0.1,4500,4.264602844216926,4.1696365001371305,4.088405999937095,9.724093999466277,49.999763543479915,49.99999054036269,50.00002259173798,49.99992555852686
2,0.1,4500,4.261757837559748,4.166308500316518,4.064106999976502,8.794561999820871,50.00018385824797,49.99999889426391,49.99997985991456,50.000054204142145
3,0.1,4500,4.174251117558217,4.13950450001721,4.030081000564678,5.9304409996912,50.00011164301053,50.000037611769834,50.00010970337556,50.000086319385304
4,0.1,4500,4.159744409999904,4.134297999826231,4.02264100011962,7.23882800048159,50.000105003555156,49.99998683789577,50.00002035357669,50.000037398342535
5,0.1,4500,4.164152249337753,4.107195000415231,4.013343000224268,11.455142999693635,50.000120972606894,49.99998751501241,50.00000842895362,50.00003897219097
6,0.1,4500,4.197810329107394,4.146905499965214,4.064432000632223,5.9383929992691264,49.99998623749459,49.999834275064764,49.99999157104916,49.99993736120283
7,0.1,4500,4.16096228665952,4.137955499572854,4.0273810000144294,7.850199000131397,50.00013140294834,50.000019743169645,49.99998757171776,50.00004623927858
