beta,samples,lat_mean_ms,lat_median_ms,lat_min_ms,lat_max_ms,hz_ch0,hz_ch2,hz_ch7,hz_avg
0.01,4500,4.183464368449374,4.121866999867052,4.016818000309286,9.605311999621335,50.00017063934044,50.00013858610833,50.00008273362614,50.00013065302497
0.05,4500,4.172821069993613,4.0995760000441805,3.999577999820758,7.640468999852601,50.000008252169394,50.00001337558764,50.00011552394944,50.00004571723549
0.1,4500,4.150505070211592,4.122127999835357,4.0127559996108175,8.301387999381404,49.99997250335172,50.00004390430788,50.00003808375219,50.00001816380393
0.2,4500,4.152770301775996,4.125460000068415,4.007442999863997,8.036605000597774,50.0000518429483,50.00005062713524,49.99996585059123,50.00002277355825
0.5,4500,4.156720654003544,4.094446000181051,3.995099999883678,9.249800999896252,50.000000627084894,50.000020603745575,50.00021934385782,50.000080191562766
1.0,4500,4.149173113113041,4.09853449991715,4.001036999397911,8.831999999529216,50.00011670140623,50.00003800536503,50.000009774851556,50.000054827207606
2.0,4500,4.144780157333015,4.119158999856154,4.012390999378113,5.774739000116824,50.00010248019593,50.000003979319466,49.999969409624754,50.000025289713385
